Saison	Kalenderwoche	Altersgruppe	SARI	Hospitalisierungsinzidenz
2021/22	2022-W27	60-79	COVID-19	6.4
2021/22	2022-W27	80+	COVID-19	26.5
2021/22	2022-W27	00+	COVID-19	4.5
2021/22	2022-W27	00+	Influenza	0.0
2021/22	2022-W27	00+	RSV	0.0
2021/22	2022-W26	0-4	Gesamt	14.2
2021/22	2022-W26	5-14	Gesamt	1.5
2021/22	2022-W26	15-34	Gesamt	1.4
2021/22	2022-W26	35-59	Gesamt	2.9
2021/22	2022-W26	60-79	Gesamt	15.5
2021/22	2022-W26	80+	Gesamt	51.1
2021/22	2022-W26	00+	Gesamt	10.3
2021/22	2022-W26	60-79	COVID-19	6.9
2021/22	2022-W26	80+	COVID-19	25.4
2021/22	2022-W26	00+	COVID-19	4.4
2021/22	2022-W26	00+	Influenza	0.0
2021/22	2022-W26	00+	RSV	0.0
2021/22	2022-W25	0-4	Gesamt	18.8
2021/22	2022-W25	5-14	Gesamt	1.9
2021/22	2022-W25	15-34	Gesamt	2.0
2021/22	2022-W25	35-59	Gesamt	2.6
2021/22	2022-W25	60-79	Gesamt	13.6
2021/22	2022-W25	80+	Gesamt	48.5
2021/22	2022-W25	00+	Gesamt	9.9
2021/22	2022-W25	60-79	COVID-19	5.7
2021/22	2022-W25	80+	COVID-19	21.1
2021/22	2022-W25	00+	COVID-19	3.7
2021/22	2022-W25	00+	Influenza	0.1
2021/22	2022-W25	00+	RSV	0.0
2021/22	2022-W24	0-4	Gesamt	25.2
2021/22	2022-W24	5-14	Gesamt	1.7
2021/22	2022-W24	15-34	Gesamt	2.9
2021/22	2022-W24	35-59	Gesamt	3.0
2021/22	2022-W24	60-79	Gesamt	11.1
2021/22	2022-W24	80+	Gesamt	34.5
2021/22	2022-W24	00+	Gesamt	8.7
2021/22	2022-W24	60-79	COVID-19	3.7
2021/22	2022-W24	80+	COVID-19	10.3
2021/22	2022-W24	00+	COVID-19	2.3
2021/22	2022-W24	00+	Influenza	0.1
2021/22	2022-W24	00+	RSV	0.0
2021/22	2022-W23	0-4	Gesamt	27.9
2021/22	2022-W23	5-14	Gesamt	1.9
2021/22	2022-W23	15-34	Gesamt	1.8
2021/22	2022-W23	35-59	Gesamt	3.1
2021/22	2022-W23	60-79	Gesamt	12.3
2021/22	2022-W23	80+	Gesamt	41.1
2021/22	2022-W23	00+	Gesamt	9.6
2021/22	2022-W23	60-79	COVID-19	3.0
2021/22	2022-W23	80+	COVID-19	10.8
2021/22	2022-W23	00+	COVID-19	2.0
2021/22	2022-W23	00+	Influenza	0.0
2021/22	2022-W23	00+	RSV	0.0
2021/22	2022-W22	0-4	Gesamt	27.5
2021/22	2022-W22	5-14	Gesamt	2.7
2021/22	2022-W22	15-34	Gesamt	1.3
2021/22	2022-W22	35-59	Gesamt	3.7
2021/22	2022-W22	60-79	Gesamt	13.6
2021/22	2022-W22	80+	Gesamt	31.1
2021/22	2022-W22	00+	Gesamt	9.2
2021/22	2022-W22	60-79	COVID-19	2.1
2021/22	2022-W22	80+	COVID-19	5.1
2021/22	2022-W22	00+	COVID-19	1.3
2021/22	2022-W22	00+	Influenza	0.2
2021/22	2022-W22	00+	RSV	0.0
2021/22	2022-W21	0-4	Gesamt	24.3
2021/22	2022-W21	5-14	Gesamt	1.5
2021/22	2022-W21	15-34	Gesamt	1.5
2021/22	2022-W21	35-59	Gesamt	2.1
2021/22	2022-W21	60-79	Gesamt	10.9
2021/22	2022-W21	80+	Gesamt	30.5
2021/22	2022-W21	00+	Gesamt	7.7
2021/22	2022-W21	60-79	COVID-19	2.4
2021/22	2022-W21	80+	COVID-19	6.9
2021/22	2022-W21	00+	COVID-19	1.4
2021/22	2022-W21	00+	Influenza	0.1
2021/22	2022-W21	00+	RSV	0.0
2021/22	2022-W20	0-4	Gesamt	32.0
2021/22	2022-W20	5-14	Gesamt	3.4
2021/22	2022-W20	15-34	Gesamt	2.0
2021/22	2022-W20	35-59	Gesamt	1.8
2021/22	2022-W20	60-79	Gesamt	9.4
2021/22	2022-W20	80+	Gesamt	35.1
2021/22	2022-W20	00+	Gesamt	8.3
2021/22	2022-W20	60-79	COVID-19	2.6
2021/22	2022-W20	80+	COVID-19	8.0
2021/22	2022-W20	00+	COVID-19	1.4
2021/22	2022-W20	00+	Influenza	0.2
2021/22	2022-W20	00+	RSV	0.0
2021/22	2022-W19	0-4	Gesamt	31.6
2021/22	2022-W19	5-14	Gesamt	6.5
2021/22	2022-W19	15-34	Gesamt	1.3
2021/22	2022-W19	35-59	Gesamt	2.7
2021/22	2022-W19	60-79	Gesamt	10.6
2021/22	2022-W19	80+	Gesamt	46.8
2021/22	2022-W19	00+	Gesamt	10.1
2021/22	2022-W19	60-79	COVID-19	2.9
2021/22	2022-W19	80+	COVID-19	14.0
2021/22	2022-W19	00+	COVID-19	2.3
2021/22	2022-W19	00+	Influenza	0.5
2021/22	2022-W19	00+	RSV	0.0
2021/22	2022-W18	0-4	Gesamt	19.7
2021/22	2022-W18	5-14	Gesamt	4.6
2021/22	2022-W18	15-34	Gesamt	1.3
2021/22	2022-W18	35-59	Gesamt	4.0
2021/22	2022-W18	60-79	Gesamt	12.9
2021/22	2022-W18	80+	Gesamt	43.7
2021/22	2022-W18	00+	Gesamt	10.0
2021/22	2022-W18	60-79	COVID-19	3.8
2021/22	2022-W18	80+	COVID-19	18.3
2021/22	2022-W18	00+	COVID-19	3.1
2021/22	2022-W18	00+	Influenza	0.3
2021/22	2022-W18	00+	RSV	0.0
2021/22	2022-W17	0-4	Gesamt	20.6
2021/22	2022-W17	5-14	Gesamt	2.9
2021/22	2022-W17	15-34	Gesamt	2.6
2021/22	2022-W17	35-59	Gesamt	3.0
2021/22	2022-W17	60-79	Gesamt	14.8
2021/22	2022-W17	80+	Gesamt	44.5
2021/22	2022-W17	00+	Gesamt	10.3
2021/22	2022-W17	60-79	COVID-19	5.0
2021/22	2022-W17	80+	COVID-19	17.7
2021/22	2022-W17	00+	COVID-19	3.0
2021/22	2022-W17	00+	Influenza	0.2
2021/22	2022-W17	00+	RSV	0.0
2021/22	2022-W16	0-4	Gesamt	30.2
2021/22	2022-W16	5-14	Gesamt	1.7
2021/22	2022-W16	15-34	Gesamt	1.1
2021/22	2022-W16	35-59	Gesamt	3.2
2021/22	2022-W16	60-79	Gesamt	12.4
2021/22	2022-W16	80+	Gesamt	54.0
2021/22	2022-W16	00+	Gesamt	10.7
2021/22	2022-W16	60-79	COVID-19	5.0
2021/22	2022-W16	80+	COVID-19	24.0
2021/22	2022-W16	00+	COVID-19	3.8
2021/22	2022-W16	00+	Influenza	0.2
2021/22	2022-W16	00+	RSV	0.0
2021/22	2022-W15	0-4	Gesamt	31.1
2021/22	2022-W15	5-14	Gesamt	2.2
2021/22	2022-W15	15-34	Gesamt	1.8
2021/22	2022-W15	35-59	Gesamt	3.7
2021/22	2022-W15	60-79	Gesamt	13.4
2021/22	2022-W15	80+	Gesamt	55.7
2021/22	2022-W15	00+	Gesamt	11.5
2021/22	2022-W15	60-79	COVID-19	5.2
2021/22	2022-W15	80+	COVID-19	26.3
2021/22	2022-W15	00+	COVID-19	4.3
2021/22	2022-W15	00+	Influenza	0.4
2021/22	2022-W15	00+	RSV	0.0
2021/22	2022-W14	0-4	Gesamt	26.5
2021/22	2022-W14	5-14	Gesamt	4.1
2021/22	2022-W14	15-34	Gesamt	1.6
2021/22	2022-W14	35-59	Gesamt	3.7
2021/22	2022-W14	60-79	Gesamt	17.1
2021/22	2022-W14	80+	Gesamt	58.0
2021/22	2022-W14	00+	Gesamt	12.5
2021/22	2022-W14	60-79	COVID-19	7.7
2021/22	2022-W14	80+	COVID-19	31.1
2021/22	2022-W14	00+	COVID-19	5.2
2021/22	2022-W14	00+	Influenza	0.1
2021/22	2022-W14	00+	RSV	0.0
2021/22	2022-W13	0-4	Gesamt	36.6
2021/22	2022-W13	5-14	Gesamt	3.1
2021/22	2022-W13	15-34	Gesamt	2.1
2021/22	2022-W13	35-59	Gesamt	3.8
2021/22	2022-W13	60-79	Gesamt	16.7
2021/22	2022-W13	80+	Gesamt	65.9
2021/22	2022-W13	00+	Gesamt	13.6
2021/22	2022-W13	60-79	COVID-19	8.9
2021/22	2022-W13	80+	COVID-19	37.1
2021/22	2022-W13	00+	COVID-19	6.5
2021/22	2022-W13	00+	Influenza	0.2
2021/22	2022-W13	00+	RSV	0.0
2021/22	2022-W12	0-4	Gesamt	32.9
2021/22	2022-W12	5-14	Gesamt	1.9
2021/22	2022-W12	15-34	Gesamt	1.5
2021/22	2022-W12	35-59	Gesamt	4.2
2021/22	2022-W12	60-79	Gesamt	17.7
2021/22	2022-W12	80+	Gesamt	69.4
2021/22	2022-W12	00+	Gesamt	13.9
2021/22	2022-W12	60-79	COVID-19	10.9
2021/22	2022-W12	80+	COVID-19	43.4
2021/22	2022-W12	00+	COVID-19	7.5
2021/22	2022-W12	00+	Influenza	0.0
2021/22	2022-W12	00+	RSV	0.0
2021/22	2022-W11	0-4	Gesamt	27.0
2021/22	2022-W11	5-14	Gesamt	3.1
2021/22	2022-W11	15-34	Gesamt	1.4
2021/22	2022-W11	35-59	Gesamt	4.8
2021/22	2022-W11	60-79	Gesamt	18.5
2021/22	2022-W11	80+	Gesamt	72.2
2021/22	2022-W11	00+	Gesamt	14.3
2021/22	2022-W11	60-79	COVID-19	11.1
2021/22	2022-W11	80+	COVID-19	44.0
2021/22	2022-W11	00+	COVID-19	7.7
2021/22	2022-W11	00+	Influenza	0.0
2021/22	2022-W11	00+	RSV	0.0
2021/22	2022-W10	0-4	Gesamt	29.7
2021/22	2022-W10	5-14	Gesamt	2.4
2021/22	2022-W10	15-34	Gesamt	2.3
2021/22	2022-W10	35-59	Gesamt	3.8
2021/22	2022-W10	60-79	Gesamt	20.2
2021/22	2022-W10	80+	Gesamt	69.7
2021/22	2022-W10	00+	Gesamt	14.4
2021/22	2022-W10	60-79	COVID-19	11.2
2021/22	2022-W10	80+	COVID-19	43.4
2021/22	2022-W10	00+	COVID-19	7.6
2021/22	2022-W10	00+	Influenza	0.1
2021/22	2022-W10	00+	RSV	0.0
2021/22	2022-W09	0-4	Gesamt	31.1
2021/22	2022-W09	5-14	Gesamt	2.4
2021/22	2022-W09	15-34	Gesamt	1.0
2021/22	2022-W09	35-59	Gesamt	5.6
2021/22	2022-W09	60-79	Gesamt	15.6
2021/22	2022-W09	80+	Gesamt	60.0
2021/22	2022-W09	00+	Gesamt	12.9
2021/22	2022-W09	60-79	COVID-19	10.0
2021/22	2022-W09	80+	COVID-19	39.1
2021/22	2022-W09	00+	COVID-19	7.0
2021/22	2022-W09	00+	Influenza	0.1
2021/22	2022-W09	00+	RSV	0.0
2021/22	2022-W08	0-4	Gesamt	31.1
2021/22	2022-W08	5-14	Gesamt	3.1
2021/22	2022-W08	15-34	Gesamt	0.6
2021/22	2022-W08	35-59	Gesamt	4.3
2021/22	2022-W08	60-79	Gesamt	17.2
2021/22	2022-W08	80+	Gesamt	61.7
2021/22	2022-W08	00+	Gesamt	13.0
2021/22	2022-W08	60-79	COVID-19	9.0
2021/22	2022-W08	80+	COVID-19	34.0
2021/22	2022-W08	00+	COVID-19	6.2
2021/22	2022-W08	00+	Influenza	0.0
2021/22	2022-W08	00+	RSV	0.0
2021/22	2022-W07	0-4	Gesamt	24.3
2021/22	2022-W07	5-14	Gesamt	4.1
2021/22	2022-W07	15-34	Gesamt	1.8
2021/22	2022-W07	35-59	Gesamt	5.8
2021/22	2022-W07	60-79	Gesamt	15.5
2021/22	2022-W07	80+	Gesamt	47.1
2021/22	2022-W07	00+	Gesamt	11.7
2021/22	2022-W07	60-79	COVID-19	8.3
2021/22	2022-W07	80+	COVID-19	29.4
2021/22	2022-W07	00+	COVID-19	6.1
2021/22	2022-W07	00+	Influenza	0.0
2021/22	2022-W07	00+	RSV	0.0
2021/22	2022-W06	0-4	Gesamt	30.7
2021/22	2022-W06	5-14	Gesamt	1.7
2021/22	2022-W06	15-34	Gesamt	1.8
2021/22	2022-W06	35-59	Gesamt	6.7
2021/22	2022-W06	60-79	Gesamt	17.1
2021/22	2022-W06	80+	Gesamt	51.1
2021/22	2022-W06	00+	Gesamt	12.9
2021/22	2022-W06	60-79	COVID-19	10.7
2021/22	2022-W06	80+	COVID-19	27.7
2021/22	2022-W06	00+	COVID-19	6.9
2021/22	2022-W06	00+	Influenza	0.0
2021/22	2022-W06	00+	RSV	0.0
2021/22	2022-W05	0-4	Gesamt	29.7
2021/22	2022-W05	5-14	Gesamt	4.4
2021/22	2022-W05	15-34	Gesamt	2.3
2021/22	2022-W05	35-59	Gesamt	6.2
2021/22	2022-W05	60-79	Gesamt	16.1
2021/22	2022-W05	80+	Gesamt	44.8
2021/22	2022-W05	00+	Gesamt	12.2
2021/22	2022-W05	60-79	COVID-19	9.2
2021/22	2022-W05	80+	COVID-19	24.8
2021/22	2022-W05	00+	COVID-19	6.2
2021/22	2022-W05	00+	Influenza	0.0
2021/22	2022-W05	00+	RSV	0.0
2021/22	2022-W04	0-4	Gesamt	30.2
2021/22	2022-W04	5-14	Gesamt	2.4
2021/22	2022-W04	15-34	Gesamt	3.1
2021/22	2022-W04	35-59	Gesamt	5.3
2021/22	2022-W04	60-79	Gesamt	14.9
2021/22	2022-W04	80+	Gesamt	44.2
2021/22	2022-W04	00+	Gesamt	11.6
2021/22	2022-W04	60-79	COVID-19	7.4
2021/22	2022-W04	80+	COVID-19	22.8
2021/22	2022-W04	00+	COVID-19	5.6
2021/22	2022-W04	00+	Influenza	0.0
2021/22	2022-W04	00+	RSV	0.2
2021/22	2022-W03	0-4	Gesamt	32.5
2021/22	2022-W03	5-14	Gesamt	3.4
2021/22	2022-W03	15-34	Gesamt	2.1
2021/22	2022-W03	35-59	Gesamt	5.1
2021/22	2022-W03	60-79	Gesamt	12.6
2021/22	2022-W03	80+	Gesamt	46.0
2021/22	2022-W03	00+	Gesamt	11.2
2021/22	2022-W03	60-79	COVID-19	4.9
2021/22	2022-W03	80+	COVID-19	17.4
2021/22	2022-W03	00+	COVID-19	4.3
2021/22	2022-W03	00+	Influenza	0.1
2021/22	2022-W03	00+	RSV	0.1
2021/22	2022-W02	0-4	Gesamt	29.3
2021/22	2022-W02	5-14	Gesamt	2.4
2021/22	2022-W02	15-34	Gesamt	1.8
2021/22	2022-W02	35-59	Gesamt	5.9
2021/22	2022-W02	60-79	Gesamt	16.0
2021/22	2022-W02	80+	Gesamt	38.3
2021/22	2022-W02	00+	Gesamt	11.2
2021/22	2022-W02	60-79	COVID-19	8.3
2021/22	2022-W02	80+	COVID-19	13.1
2021/22	2022-W02	00+	COVID-19	4.8
2021/22	2022-W02	00+	Influenza	0.0
2021/22	2022-W02	00+	RSV	0.2
2021/22	2022-W01	0-4	Gesamt	21.0
2021/22	2022-W01	5-14	Gesamt	1.7
2021/22	2022-W01	15-34	Gesamt	2.8
2021/22	2022-W01	35-59	Gesamt	7.8
2021/22	2022-W01	60-79	Gesamt	20.0
2021/22	2022-W01	80+	Gesamt	47.1
2021/22	2022-W01	00+	Gesamt	13.2
2021/22	2022-W01	60-79	COVID-19	10.4
2021/22	2022-W01	80+	COVID-19	17.4
2021/22	2022-W01	00+	COVID-19	6.0
2021/22	2022-W01	00+	Influenza	0.0
2021/22	2022-W01	00+	RSV	0.5
2021/22	2021-W52	0-4	Gesamt	30.7
2021/22	2021-W52	5-14	Gesamt	1.8
2021/22	2021-W52	15-34	Gesamt	2.3
2021/22	2021-W52	35-59	Gesamt	9.2
2021/22	2021-W52	60-79	Gesamt	18.6
2021/22	2021-W52	80+	Gesamt	55.1
2021/22	2021-W52	00+	Gesamt	14.5
2021/22	2021-W52	60-79	COVID-19	10.0
2021/22	2021-W52	80+	COVID-19	26.1
2021/22	2021-W52	00+	COVID-19	7.1
2021/22	2021-W52	00+	Influenza	0.0
2021/22	2021-W52	00+	RSV	0.6
2021/22	2021-W51	0-4	Gesamt	42.2
2021/22	2021-W51	5-14	Gesamt	2.1
2021/22	2021-W51	15-34	Gesamt	1.5
2021/22	2021-W51	35-59	Gesamt	8.9
2021/22	2021-W51	60-79	Gesamt	24.5
2021/22	2021-W51	80+	Gesamt	61.8
2021/22	2021-W51	00+	Gesamt	16.9
2021/22	2021-W51	60-79	COVID-19	15.4
2021/22	2021-W51	80+	COVID-19	29.9
2021/22	2021-W51	00+	COVID-19	8.8
2021/22	2021-W51	00+	Influenza	0.0
2021/22	2021-W51	00+	RSV	0.6
2021/22	2021-W50	0-4	Gesamt	61.8
2021/22	2021-W50	5-14	Gesamt	3.4
2021/22	2021-W50	15-34	Gesamt	2.5
2021/22	2021-W50	35-59	Gesamt	12.3
2021/22	2021-W50	60-79	Gesamt	30.3
2021/22	2021-W50	80+	Gesamt	68.8
2021/22	2021-W50	00+	Gesamt	21.4
2021/22	2021-W50	60-79	COVID-19	20.4
2021/22	2021-W50	80+	COVID-19	39.5
2021/22	2021-W50	00+	COVID-19	11.9
2021/22	2021-W50	00+	Influenza	0.0
2021/22	2021-W50	00+	RSV	1.1
2021/22	2021-W49	0-4	Gesamt	58.0
2021/22	2021-W49	5-14	Gesamt	1.8
2021/22	2021-W49	15-34	Gesamt	3.6
2021/22	2021-W49	35-59	Gesamt	14.7
2021/22	2021-W49	60-79	Gesamt	36.0
2021/22	2021-W49	80+	Gesamt	74.4
2021/22	2021-W49	00+	Gesamt	23.9
2021/22	2021-W49	60-79	COVID-19	26.5
2021/22	2021-W49	80+	COVID-19	46.3
2021/22	2021-W49	00+	COVID-19	14.8
2021/22	2021-W49	00+	Influenza	0.1
2021/22	2021-W49	00+	RSV	1.2
2021/22	2021-W48	0-4	Gesamt	72.8
2021/22	2021-W48	5-14	Gesamt	3.9
2021/22	2021-W48	15-34	Gesamt	3.6
2021/22	2021-W48	35-59	Gesamt	15.1
2021/22	2021-W48	60-79	Gesamt	34.8
2021/22	2021-W48	80+	Gesamt	80.8
2021/22	2021-W48	00+	Gesamt	25.3
2021/22	2021-W48	60-79	COVID-19	26.0
2021/22	2021-W48	80+	COVID-19	47.2
2021/22	2021-W48	00+	COVID-19	14.9
2021/22	2021-W48	00+	Influenza	0.0
2021/22	2021-W48	00+	RSV	2.0
2021/22	2021-W47	0-4	Gesamt	101.1
2021/22	2021-W47	5-14	Gesamt	4.4
2021/22	2021-W47	15-34	Gesamt	4.3
2021/22	2021-W47	35-59	Gesamt	11.9
2021/22	2021-W47	60-79	Gesamt	31.0
2021/22	2021-W47	80+	Gesamt	87.9
2021/22	2021-W47	00+	Gesamt	25.6
2021/22	2021-W47	60-79	COVID-19	22.5
2021/22	2021-W47	80+	COVID-19	56.2
2021/22	2021-W47	00+	COVID-19	14.6
2021/22	2021-W47	00+	Influenza	0.1
2021/22	2021-W47	00+	RSV	2.8
2021/22	2021-W46	0-4	Gesamt	119.3
2021/22	2021-W46	5-14	Gesamt	4.4
2021/22	2021-W46	15-34	Gesamt	4.1
2021/22	2021-W46	35-59	Gesamt	12.1
2021/22	2021-W46	60-79	Gesamt	30.4
2021/22	2021-W46	80+	Gesamt	84.3
2021/22	2021-W46	00+	Gesamt	26.1
2021/22	2021-W46	60-79	COVID-19	21.1
2021/22	2021-W46	80+	COVID-19	54.5
2021/22	2021-W46	00+	COVID-19	13.5
2021/22	2021-W46	00+	Influenza	0.0
2021/22	2021-W46	00+	RSV	4.2
2021/22	2021-W45	0-4	Gesamt	130.8
2021/22	2021-W45	5-14	Gesamt	4.4
2021/22	2021-W45	15-34	Gesamt	3.2
2021/22	2021-W45	35-59	Gesamt	10.2
2021/22	2021-W45	60-79	Gesamt	26.7
2021/22	2021-W45	80+	Gesamt	78.5
2021/22	2021-W45	00+	Gesamt	24.5
2021/22	2021-W45	60-79	COVID-19	16.0
2021/22	2021-W45	80+	COVID-19	42.8
2021/22	2021-W45	00+	COVID-19	10.8
2021/22	2021-W45	00+	Influenza	0.0
2021/22	2021-W45	00+	RSV	4.8
2021/22	2021-W44	0-4	Gesamt	148.1
2021/22	2021-W44	5-14	Gesamt	7.3
2021/22	2021-W44	15-34	Gesamt	3.7
2021/22	2021-W44	35-59	Gesamt	9.0
2021/22	2021-W44	60-79	Gesamt	27.9
2021/22	2021-W44	80+	Gesamt	76.4
2021/22	2021-W44	00+	Gesamt	25.5
2021/22	2021-W44	60-79	COVID-19	16.3
2021/22	2021-W44	80+	COVID-19	34.9
2021/22	2021-W44	00+	COVID-19	9.5
2021/22	2021-W44	00+	Influenza	0.0
2021/22	2021-W44	00+	RSV	5.3
2021/22	2021-W43	0-4	Gesamt	166.7
2021/22	2021-W43	5-14	Gesamt	6.0
2021/22	2021-W43	15-34	Gesamt	3.0
2021/22	2021-W43	35-59	Gesamt	8.2
2021/22	2021-W43	60-79	Gesamt	26.1
2021/22	2021-W43	80+	Gesamt	68.8
2021/22	2021-W43	00+	Gesamt	24.9
2021/22	2021-W43	60-79	COVID-19	13.5
2021/22	2021-W43	80+	COVID-19	31.3
2021/22	2021-W43	00+	COVID-19	8.1
2021/22	2021-W43	00+	Influenza	0.1
2021/22	2021-W43	00+	RSV	6.4
2021/22	2021-W42	0-4	Gesamt	184.0
2021/22	2021-W42	5-14	Gesamt	4.2
2021/22	2021-W42	15-34	Gesamt	2.8
2021/22	2021-W42	35-59	Gesamt	7.6
2021/22	2021-W42	60-79	Gesamt	20.9
2021/22	2021-W42	80+	Gesamt	58.0
2021/22	2021-W42	00+	Gesamt	23.2
2021/22	2021-W42	60-79	COVID-19	8.9
2021/22	2021-W42	80+	COVID-19	22.3
2021/22	2021-W42	00+	COVID-19	6.1
2021/22	2021-W42	00+	Influenza	0.0
2021/22	2021-W42	00+	RSV	7.3
2021/22	2021-W41	0-4	Gesamt	173.0
2021/22	2021-W41	5-14	Gesamt	4.4
2021/22	2021-W41	15-34	Gesamt	3.5
2021/22	2021-W41	35-59	Gesamt	5.9
2021/22	2021-W41	60-79	Gesamt	13.3
2021/22	2021-W41	80+	Gesamt	46.0
2021/22	2021-W41	00+	Gesamt	19.3
2021/22	2021-W41	60-79	COVID-19	3.9
2021/22	2021-W41	80+	COVID-19	9.7
2021/22	2021-W41	00+	COVID-19	3.3
2021/22	2021-W41	00+	Influenza	0.0
2021/22	2021-W41	00+	RSV	6.9
2021/22	2021-W40	0-4	Gesamt	168.2
2021/22	2021-W40	5-14	Gesamt	4.7
2021/22	2021-W40	15-34	Gesamt	3.1
2021/22	2021-W40	35-59	Gesamt	6.9
2021/22	2021-W40	60-79	Gesamt	14.7
2021/22	2021-W40	80+	Gesamt	41.6
2021/22	2021-W40	00+	Gesamt	19.3
2021/22	2021-W40	60-79	COVID-19	3.7
2021/22	2021-W40	80+	COVID-19	7.3
2021/22	2021-W40	00+	COVID-19	3.1
2021/22	2021-W40	00+	Influenza	0.0
2021/22	2021-W40	00+	RSV	6.1
2020/21	2021-W39	0-4	Gesamt	139.9
2020/21	2021-W39	5-14	Gesamt	2.3
2020/21	2021-W39	15-34	Gesamt	2.2
2020/21	2021-W39	35-59	Gesamt	6.6
2020/21	2021-W39	60-79	Gesamt	11.5
2020/21	2021-W39	80+	Gesamt	40.1
2020/21	2021-W39	00+	Gesamt	16.4
2020/21	2021-W39	60-79	COVID-19	3.7
2020/21	2021-W39	80+	COVID-19	6.4
2020/21	2021-W39	00+	COVID-19	2.9
2020/21	2021-W39	00+	Influenza	0.0
2020/21	2021-W39	00+	RSV	4.9
2020/21	2021-W38	0-4	Gesamt	109.2
2020/21	2021-W38	5-14	Gesamt	3.9
2020/21	2021-W38	15-34	Gesamt	3.1
2020/21	2021-W38	35-59	Gesamt	5.1
2020/21	2021-W38	60-79	Gesamt	11.9
2020/21	2021-W38	80+	Gesamt	35.7
2020/21	2021-W38	00+	Gesamt	14.3
2020/21	2021-W38	60-79	COVID-19	4.1
2020/21	2021-W38	80+	COVID-19	5.6
2020/21	2021-W38	00+	COVID-19	2.8
2020/21	2021-W38	00+	Influenza	0.0
2020/21	2021-W38	00+	RSV	3.3
2020/21	2021-W37	0-4	Gesamt	74.3
2020/21	2021-W37	5-14	Gesamt	2.6
2020/21	2021-W37	15-34	Gesamt	3.0
2020/21	2021-W37	35-59	Gesamt	6.2
2020/21	2021-W37	60-79	Gesamt	13.2
2020/21	2021-W37	80+	Gesamt	34.6
2020/21	2021-W37	00+	Gesamt	12.9
2020/21	2021-W37	60-79	COVID-19	3.9
2020/21	2021-W37	80+	COVID-19	5.3
2020/21	2021-W37	00+	COVID-19	3.1
2020/21	2021-W37	00+	Influenza	0.0
2020/21	2021-W37	00+	RSV	2.0
2020/21	2021-W36	0-4	Gesamt	60.4
2020/21	2021-W36	5-14	Gesamt	1.8
2020/21	2021-W36	15-34	Gesamt	4.3
2020/21	2021-W36	35-59	Gesamt	6.3
2020/21	2021-W36	60-79	Gesamt	11.8
2020/21	2021-W36	80+	Gesamt	36.3
2020/21	2021-W36	00+	Gesamt	12.2
2020/21	2021-W36	60-79	COVID-19	2.6
2020/21	2021-W36	80+	COVID-19	4.7
2020/21	2021-W36	00+	COVID-19	3.1
2020/21	2021-W36	00+	Influenza	0.0
2020/21	2021-W36	00+	RSV	1.2
2020/21	2021-W35	0-4	Gesamt	34.0
2020/21	2021-W35	5-14	Gesamt	1.8
2020/21	2021-W35	15-34	Gesamt	2.7
2020/21	2021-W35	35-59	Gesamt	7.7
2020/21	2021-W35	60-79	Gesamt	10.0
2020/21	2021-W35	80+	Gesamt	31.0
2020/21	2021-W35	00+	Gesamt	10.1
2020/21	2021-W35	60-79	COVID-19	3.3
2020/21	2021-W35	80+	COVID-19	5.0
2020/21	2021-W35	00+	COVID-19	3.4
2020/21	2021-W35	00+	Influenza	0.0
2020/21	2021-W35	00+	RSV	0.6
2020/21	2021-W34	0-4	Gesamt	28.3
2020/21	2021-W34	5-14	Gesamt	1.3
2020/21	2021-W34	15-34	Gesamt	3.1
2020/21	2021-W34	35-59	Gesamt	8.1
2020/21	2021-W34	60-79	Gesamt	9.1
2020/21	2021-W34	80+	Gesamt	26.9
2020/21	2021-W34	00+	Gesamt	9.4
2020/21	2021-W34	60-79	COVID-19	2.4
2020/21	2021-W34	80+	COVID-19	4.1
2020/21	2021-W34	00+	COVID-19	3.3
2020/21	2021-W34	00+	Influenza	0.0
2020/21	2021-W34	00+	RSV	0.3
2020/21	2021-W33	0-4	Gesamt	29.7
2020/21	2021-W33	5-14	Gesamt	1.8
2020/21	2021-W33	15-34	Gesamt	1.9
2020/21	2021-W33	35-59	Gesamt	5.0
2020/21	2021-W33	60-79	Gesamt	10.6
2020/21	2021-W33	80+	Gesamt	27.8
2020/21	2021-W33	00+	Gesamt	8.7
2020/21	2021-W33	60-79	COVID-19	1.6
2020/21	2021-W33	80+	COVID-19	2.6
2020/21	2021-W33	00+	COVID-19	1.7
2020/21	2021-W33	00+	Influenza	0.0
2020/21	2021-W33	00+	RSV	0.2
2020/21	2021-W32	0-4	Gesamt	22.5
2020/21	2021-W32	5-14	Gesamt	1.8
2020/21	2021-W32	15-34	Gesamt	2.2
2020/21	2021-W32	35-59	Gesamt	3.7
2020/21	2021-W32	60-79	Gesamt	8.9
2020/21	2021-W32	80+	Gesamt	29.0
2020/21	2021-W32	00+	Gesamt	7.7
2020/21	2021-W32	60-79	COVID-19	2.0
2020/21	2021-W32	80+	COVID-19	1.5
2020/21	2021-W32	00+	COVID-19	1.6
2020/21	2021-W32	00+	Influenza	0.0
2020/21	2021-W32	00+	RSV	0.2
2020/21	2021-W31	0-4	Gesamt	24.0
2020/21	2021-W31	5-14	Gesamt	3.1
2020/21	2021-W31	15-34	Gesamt	2.2
2020/21	2021-W31	35-59	Gesamt	3.2
2020/21	2021-W31	60-79	Gesamt	10.0
2020/21	2021-W31	80+	Gesamt	26.9
